Picture Name,Label,N=3,N=5,N=11,N=21,,
07003,Huniade Castle - view 2,0,0,0,0,,
07004,Huniade Castle - view 2,0.833333,0.833333,0.833333,0.833333,,
07005,Huniade Castle - view 2,0,0,0,0,,
07006,Huniade Castle - view 2,1,1,1,1,,
07101,Nativity Church - Tower,0,0,0,0,,
07102,Nativity Church - Tower,0,0,0,0,,
07103,Nativity Church - Tower,1,1,0.642857,0.642857,,
07104,Nativity Church - Tower,1,1,1,1,,
07105,Nativity Church - Tower,0.583333,0.583333,0.583333,0.583333,,
07201,Military Casino of Timisoara - view 2,0,0,0,0.10989,,
07202,Military Casino of Timisoara - view 2,1,1,1,1,,
07203,Military Casino of Timisoara - view 2,1,1,1,1,,
07204,Military Casino of Timisoara - view 2,1,1,0.892857,0.892857,,
07205,Military Casino of Timisoara - view 2,1,0.95,0.95,0.95,,
07206,Military Casino of Timisoara - view 2,1,1,0.777778,0.777778,,
07207,Military Casino of Timisoara - view 2,1,1,1,1,,
07208,Military Casino of Timisoara - view 2,1,1,1,1,,
07209,Military Casino of Timisoara - view 2,1,1,1,1,,
07210,Military Casino of Timisoara - view 2,0,0.2,0.2,0.2,,
07211,Military Casino of Timisoara - view 2,0.5,0.5,0.5,0.5,,
07212,Military Casino of Timisoara - view 2,0,0,0,0,,
07301,Chamber of Commerce Palace,1,1,1,1,,
07302,Chamber of Commerce Palace,0,0.2,0.190909,0.174892,,
07303,Chamber of Commerce Palace,0,0.25,0.25,0.25,,
07304,Chamber of Commerce Palace,0,0,0,0.047619,,
07305,Chamber of Commerce Palace,0.5,0.5,0.392857,0.314536,,
07306,Chamber of Commerce Palace,0,0,0,0,,
07307,Chamber of Commerce Palace,1,1,1,1,,
07308,Chamber of Commerce Palace,1,1,1,1,,
07309,Chamber of Commerce Palace,1,1,1,1,,
07310,Chamber of Commerce Palace,1,0.95,0.95,0.95,,
07311,Chamber of Commerce Palace,1,1,0.944444,0.944444,,
07312,Chamber of Commerce Palace,1,1,1,1,,
07313,Chamber of Commerce Palace,1,1,0.948413,0.948413,,
07314,Chamber of Commerce Palace,1,1,1,0.904762,,
07315,Chamber of Commerce Palace,1,1,0.814286,0.814286,,
07316,Chamber of Commerce Palace,1,1,1,0.8625,,
07317,Chamber of Commerce Palace,1,0.75,0.75,0.5625,,
07318,Chamber of Commerce Palace,0.5,0.5,0.5,0.5,,
07401,La Trei Husari House,0.583333,0.638889,0.638889,0.638889,,
07402,La Trei Husari House,1,1,0.711111,0.640537,,
07403,La Trei Husari House,0.583333,0.583333,0.497222,0.497222,,
07404,La Trei Husari House,1,1,1,0.866667,,
07405,La Trei Husari House,1,0.95,0.95,0.8225,,
07406,La Trei Husari House,1,1,0.805195,0.805195,,
07407,La Trei Husari House,1,1,1,1,,
07408,La Trei Husari House,1,1,1,1,,
07409,La Trei Husari House,0.5,0.5,0.5,0.5,,
07410,La Trei Husari House,1,0.8875,0.841667,0.841667,,
07411,La Trei Husari House,1,0.8875,0.821111,0.736891,,
07412,La Trei Husari House,1,1,0.8,0.8,,
07501,Hotel in Uniri Square,1,1,0.966667,0.966667,,
07502,Hotel in Uniri Square,1,1,1,1,,
07503,Hotel in Uniri Square,1,1,1,1,,
07504,Hotel in Uniri Square,1,1,1,1,,
07505,Hotel in Uniri Square,1,1,1,1,,
07506,Hotel in Uniri Square,1,1,1,1,,
07507,Hotel in Uniri Square,1,1,1,1,,
07508,Hotel in Uniri Square,1,1,0.535354,0.535354,,
07509,Hotel in Uniri Square,1,1,0.611111,0.611111,,
07601,La Regele Prusiei House,1,1,0.715909,0.644156,,
07602,La Regele Prusiei House,1,0.916667,0.7875,0.696667,,
07603,La Regele Prusiei House,1,1,0.875,0.875,,
07604,La Regele Prusiei House,1,1,1,1,,
07605,La Regele Prusiei House,1,1,1,0.826923,,
07606,La Regele Prusiei House,1,1,0.791667,0.791667,,
07607,La Regele Prusiei House,1,0.866667,0.761111,0.761111,,
07608,La Regele Prusiei House,0,0.25,0.361941,0.361941,,
07609,La Regele Prusiei House,0,0,0.0909091,0.144682,,
07701,Nikolaus Lenau Primary school,1,1,0.825397,0.825397,,
07702,Nikolaus Lenau Primary school,1,1,1,1,,
07703,Nikolaus Lenau Primary school,1,1,0.976191,0.899235,,
07704,Nikolaus Lenau Primary school,1,1,1,0.851243,,
07705,Nikolaus Lenau Primary school,1,1,0.942857,0.810832,,
07706,Nikolaus Lenau Primary school,1,1,0.982143,0.982143,,
07707,Nikolaus Lenau Primary school,0.583333,0.583333,0.531746,0.451441,,
07708,Nikolaus Lenau Primary school,1,1,1,0.82406,,
07709,Nikolaus Lenau Primary school,1,1,0.85,0.85,,
07710,Nikolaus Lenau Primary school,0,0,0,0,,
07711,Nikolaus Lenau Primary school,0,0,0,0,,
07712,Nikolaus Lenau Primary school,1,1,0.767857,0.767857,,
07713,Nikolaus Lenau Primary school,1,1,0.916667,0.916667,,
07714,Nikolaus Lenau Primary school,0.833333,0.833333,0.833333,0.833333,,
07715,Nikolaus Lenau Primary school,0.833333,0.833333,0.833333,0.833333,,
07801,Serbian Orthodox Cathedral-view 2,1,0.95,0.95,0.724812,,
07802,Serbian Orthodox Cathedral-view 2,1,1,0.944444,0.807423,,
07803,Serbian Orthodox Cathedral-view 2,1,1,0.718254,0.605026,,
07804,Serbian Orthodox Cathedral-view 2,1,1,0.933333,0.866667,,
07805,Serbian Orthodox Cathedral-view 2,1,1,0.858333,0.737853,,
07806,Serbian Orthodox Cathedral-view 2,0,0.25,0.291667,0.252036,,
07807,Serbian Orthodox Cathedral-view 2,1,1,0.540476,0.499048,,
07808,Serbian Orthodox Cathedral-view 2,1,0.7,0.7,0.501179,,
07809,Serbian Orthodox Cathedral-view 2,1,0.7,0.7,0.580556,,
07810,Serbian Orthodox Cathedral-view 2,1,1,0.916667,0.785965,,
07811,Serbian Orthodox Cathedral-view 2,1,1,1,0.643464,,
07812,Serbian Orthodox Cathedral-view 2,1,0.75,0.75,0.42402,,
07813,Serbian Orthodox Cathedral-view 2,1,1,0.766667,0.593333,,
07814,Serbian Orthodox Cathedral-view 2,1,1,0.683333,0.599298,,
07901,Building 1 Str. A. Pacha,1,1,0.75,0.75,,
07902,Building 1 Str. A. Pacha,1,1,1,1,,
07903,Building 1 Str. A. Pacha,1,0.95,0.95,0.95,,
07904,Building 1 Str. A. Pacha,1,1,1,1,,
07905,Building 1 Str. A. Pacha,1,1,0.892857,0.892857,,
07906,Building 1 Str. A. Pacha,1,1,1,1,,
08001,Building 2 Str. A. Pacha,0,0,0,0,,
08002,Building 2 Str. A. Pacha,1,1,1,0.738095,,
08003,Building 2 Str. A. Pacha,1,1,1,0.738095,,
08004,Building 2 Str. A. Pacha,1,1,0.809524,0.809524,,
08005,Building 2 Str. A. Pacha,1,1,0.611111,0.611111,,
08006,Building 2 Str. A. Pacha,1,1,1,1,,
08101,Old Timisoara Bank,0,0,0,0.0769231,,
08102,Old Timisoara Bank,1,1,1,1,,
08103,Old Timisoara Bank,1,1,1,0.72549,,
08104,Old Timisoara Bank,0,0,0,0,,
08105,Old Timisoara Bank,0,0,0,0,,
08106,Old Timisoara Bank,1,1,1,0.5625,,
08201,Klein Palace,1,1,0.777778,0.777778,,
08202,Klein Palace,1,1,0.809524,0.809524,,
08203,Klein Palace,1,1,0.777778,0.777778,,
08204,Klein Palace,1,1,1,1,,
08205,Klein Palace,1,0.95,0.95,0.818824,,
08206,Klein Palace,0,0,0.0909091,0.115391,,
08301,Romanian National Bank,1,1,1,1,,
08302,Romanian National Bank,1,1,1,1,,
08303,Romanian National Bank,0,0,0,0,,
08304,Romanian National Bank,0.5,0.5,0.5,0.5,,
08305,Romanian National Bank,1,1,1,1,,
08306,Romanian National Bank,1,1,1,1,,
08307,Romanian National Bank,0,0,0,0,,
08401,Building 5 Str. Revolutiei din 1989,0,0,0,0,,
08402,Building 5 Str. Revolutiei din 1989,1,1,1,1,,
08403,Building 5 Str. Revolutiei din 1989,0.833333,0.833333,0.833333,0.833333,,
08404,Building 5 Str. Revolutiei din 1989,0,0,0,0,,
08405,Building 5 Str. Revolutiei din 1989,0,0,0,0,,
08406,Building 5 Str. Revolutiei din 1989,1,1,1,1,,
08501,Building 5 Str. Stefan cel Mare,0.833333,0.833333,0.698413,0.698413,,
08502,Building 5 Str. Stefan cel Mare,1,0.916667,0.916667,0.916667,,
08503,Building 5 Str. Stefan cel Mare,0,0.2,0.242857,0.242857,,
08504,Building 5 Str. Stefan cel Mare,1,1,1,0.547619,,
08505,Building 5 Str. Stefan cel Mare,1,1,0.666667,0.666667,,
08506,Building 5 Str. Stefan cel Mare,0.833333,0.833333,0.833333,0.833333,,
08507,Building 5 Str. Stefan cel Mare,1,1,1,1,,
08508,Building 5 Str. Stefan cel Mare,1,1,1,1,,
08509,Building 5 Str. Stefan cel Mare,1,1,1,1,,
08601,Building 7 Str. Stefan cel Mare,1,1,1,1,,
08602,Building 7 Str. Stefan cel Mare,0.5,0.5,0.5,0.5,,
08603,Building 7 Str. Stefan cel Mare,0,0,0,0,,
08604,Building 7 Str. Stefan cel Mare,0,0,0,0,,
08605,Building 7 Str. Stefan cel Mare,0,0,0,0,,
08606,Building 7 Str. Stefan cel Mare,0,0,0.166667,0.166667,,
08607,Building 7 Str. Stefan cel Mare,1,1,1,1,,
08608,Building 7 Str. Stefan cel Mare,1,1,1,1,,
08609,Building 7 Str. Stefan cel Mare,1,1,1,1,,
08701,Mirbach Palace,1,0.916667,0.916667,0.916667,,
08702,Mirbach Palace,1,1,0.791667,0.65625,,
08703,Mirbach Palace,1,0.916667,0.916667,0.637619,,
08704,Mirbach Palace,1,0.7,0.7,0.7,,
08705,Mirbach Palace,1,1,1,1,,
08706,Mirbach Palace,1,1,1,0.603571,,
08707,Mirbach Palace,0,0,0,0.0714286,,
08708,Mirbach Palace,1,1,1,1,,
08709,Mirbach Palace,1,1,1,1,,
08710,Mirbach Palace,1,1,1,1,,
08711,Mirbach Palace,1,1,1,1,,
08801,Building 17 Str. Stefan cel Mare,0.5,0.5,0.5,0.5,,
08802,Building 17 Str. Stefan cel Mare,1,1,0.809524,0.809524,,
08803,Building 17 Str. Stefan cel Mare,0.5,0.45,0.45,0.366667,,
08804,Building 17 Str. Stefan cel Mare,1,0.866667,0.775,0.775,,
08805,Building 17 Str. Stefan cel Mare,1,0.7,0.7,0.529167,,
08806,Building 17 Str. Stefan cel Mare,1,1,0.625,0.625,,
08901,Scont Bank,1,1,1,1,,
08902,Scont Bank,1,1,0.968254,0.968254,,
08903,Scont Bank,1,1,0.982143,0.982143,,
08904,Scont Bank,1,1,0.968254,0.968254,,
08905,Scont Bank,1,1,1,0.928571,,
08906,Scont Bank,1,1,0.982143,0.982143,,
08907,Scont Bank,1,1,0.777778,0.569281,,
08908,Scont Bank,1,1,1,1,,
08909,Scont Bank,0,0.25,0.25,0.25,,
08910,Scont Bank,1,1,1,0.915966,,
09001,Building 7 Str. E. Ungureanu,1,1,1,1,,
09002,Building 7 Str. E. Ungureanu,1,1,0.979798,0.979798,,
09003,Building 7 Str. E. Ungureanu,1,1,1,1,,
09004,Building 7 Str. E. Ungureanu,1,1,1,1,,
09005,Building 7 Str. E. Ungureanu,1,1,1,1,,
09006,Building 7 Str. E. Ungureanu,1,1,1,0.958333,,
09007,Building 7 Str. E. Ungureanu,1,1,1,0.972222,,
09008,Building 7 Str. E. Ungureanu,1,1,1,0.951389,,
09009,Building 7 Str. E. Ungureanu,1,1,0.932427,0.905747,,
09010,Building 7 Str. E. Ungureanu,1,0.95,0.883333,0.819643,,
09011,Building 7 Str. E. Ungureanu,1,1,0.942857,0.782313,,
09012,Building 7 Str. E. Ungureanu,1,1,1,1,,
09013,Building 7 Str. E. Ungureanu,1,1,1,0.5625,,
09101,Golden eagle Inn ,1,1,1,0.808824,,
09102,Golden eagle Inn ,1,1,0.948052,0.948052,,
09103,Golden eagle Inn ,0,0,0,0,,
09104,Golden eagle Inn ,1,1,0.936735,0.891071,,
09105,Golden eagle Inn ,0.833333,0.804167,0.754444,0.687527,,
09106,Golden eagle Inn ,1,1,1,1,,
09107,Golden eagle Inn ,0,0,0,0,,
09108,Golden eagle Inn ,1,1,0.611111,0.611111,,
09109,Golden eagle Inn ,0.833333,0.833333,0.722222,0.589286,,
09110,Golden eagle Inn ,1,0.95,0.95,0.95,,
09111,Golden eagle Inn ,0,0,0.125,0.125,,
09201,Delvideki Casino,1,1,1,1,,
09202,Delvideki Casino,1,1,1,1,,
09203,Delvideki Casino,1,1,0.861111,0.861111,,
09204,Delvideki Casino,1,1,1,0.722222,,
09205,Delvideki Casino,1,1,1,1,,
09206,Delvideki Casino,0,0,0,0,,
09301,Building 10 Str. 16 December 1989,0,0,0,0,,
09302,Building 10 Str. 16 December 1989,1,1,1,1,,
09303,Building 10 Str. 16 December 1989,1,1,0.766667,0.641667,,
09304,Building 10 Str. 16 December 1989,1,1,0.6,0.6,,
09305,Building 10 Str. 16 December 1989,1,1,0.777778,0.666667,,
09306,Building 10 Str. 16 December 1989,1,1,0.507576,0.507576,,
09401,Building 2 Str. Ady Endre,1,1,1,1,,
09402,Building 2 Str. Ady Endre,1,1,1,0.883333,,
09403,Building 2 Str. Ady Endre,1,1,1,0.797619,,
09404,Building 2 Str. Ady Endre,1,0.916667,0.8125,0.702632,,
09405,Building 2 Str. Ady Endre,1,1,0.75,0.75,,
09406,Building 2 Str. Ady Endre,1,1,1,1,,
09501,Iosefin Residence,1,0.95,0.95,0.95,,
09502,Iosefin Residence,1,1,1,1,,
09503,Iosefin Residence,1,1,0.966667,0.966667,,
09504,Iosefin Residence,1,1,1,1,,
09505,Iosefin Residence,0,0,0,0,,
09506,Iosefin Residence,1,1,0.625,0.464286,,
09601,Reformed Church,1,0.916667,0.854167,0.854167,,
09602,Reformed Church,1,0.95,0.95,0.95,,
09603,Reformed Church,1,1,0.75,0.75,,
09604,Reformed Church,0,0,0.111111,0.138889,,
09605,Reformed Church,1,1,1,1,,
09701,Building 5 Str. Saint Maria Square,1,1,1,1,,
09702,Building 5 Str. Saint Maria Square,0.833333,0.833333,0.680556,0.680556,,
09703,Building 5 Str. Saint Maria Square,1,1,0.666667,0.666667,,
09704,Building 5 Str. Saint Maria Square,0.5,0.5,0.5,0.305556,,
09705,Building 5 Str. Saint Maria Square,1,1,1,1,,
09801,Building 3 Str. 16 December 1989,1,1,0.809524,0.662698,,
09802,Building 3 Str. 16 December 1989,1,1,1,1,,
09803,Building 3 Str. 16 December 1989,0.833333,0.833333,0.833333,0.833333,,
09804,Building 3 Str. 16 December 1989,1,1,1,1,,
09805,Building 3 Str. 16 December 1989,1,0.866667,0.75,0.75,,
09806,Building 3 Str. 16 December 1989,1,1,0.809524,0.809524,,
09901,Flavia Palace,0.333333,0.333333,0.291667,0.291667,,
09902,Flavia Palace,1,1,0.625,0.625,,
09903,Flavia Palace,1,1,1,0.555556,,
09904,Flavia Palace,0.333333,0.333333,0.291667,0.271368,,
09905,Flavia Palace,0.833333,0.833333,0.833333,0.603175,,
09906,Flavia Palace,0,0,0.142857,0.154762,,
10001,Building 6 Str. Splaiul T. Vladimirescu,1,1,1,1,,
10002,Building 6 Str. Splaiul T. Vladimirescu,0,0.2,0.2,0.1625,,
10003,Building 6 Str. Splaiul T. Vladimirescu,0,0.2,0.2,0.2,,
10004,Building 6 Str. Splaiul T. Vladimirescu,0.833333,0.833333,0.666667,0.666667,,
10005,Building 6 Str. Splaiul T. Vladimirescu,1,1,1,1,,
10101,Building 4 Str. Mihai Viteazu,1,1,1,1,,
10102,Building 4 Str. Mihai Viteazu,1,1,1,1,,
10103,Building 4 Str. Mihai Viteazu,1,1,1,0.612395,,
10104,Building 4 Str. Mihai Viteazu,1,1,1,1,,
10105,Building 4 Str. Mihai Viteazu,1,1,0.966667,0.966667,,
10106,Building 4 Str. Mihai Viteazu,0,0,0,0.0833333,,
10107,Building 4 Str. Mihai Viteazu,0.833333,0.805556,0.727778,0.727778,,
10201,Krautwaschl House,1,1,1,1,,
10202,Krautwaschl House,1,1,1,1,,
10203,Krautwaschl House,0,0.2,0.2,0.2,,
10204,Krautwaschl House,0,0,0.174242,0.174242,,
10205,Krautwaschl House,1,1,1,0.571429,,
10206,Krautwaschl House,0,0,0.1,0.1,,
10207,Krautwaschl House,1,1,1,1,,
10208,Krautwaschl House,1,1,1,0.555556,,
10209,Krautwaschl House,0,0,0.22619,0.22619,,
10301,Timisoara Beer Factory - view 1,1,1,1,1,,
10302,Timisoara Beer Factory - view 1,1,1,1,1,,
10303,Timisoara Beer Factory - view 1,0,0,0,0.0555556,,
10304,Timisoara Beer Factory - view 1,1,1,1,1,,
10305,Timisoara Beer Factory - view 1,1,1,1,1,,
10401,Timisoara Beer Factory - view 2,1,1,1,0.72549,,
10402,Timisoara Beer Factory - view 2,1,1,1,0.719298,,
10403,Timisoara Beer Factory - view 2,1,1,1,0.451389,,
10404,Timisoara Beer Factory - view 2,1,1,0.809524,0.662698,,
10405,Timisoara Beer Factory - view 2,1,1,1,1,,
10501,Karl Kunz Palace,1,1,1,1,,
10502,Karl Kunz Palace,1,1,1,0.552632,,
10503,Karl Kunz Palace,1,1,1,0.552632,,
10504,Karl Kunz Palace,0,0,0.1,0.1,,
10505,Karl Kunz Palace,0.583333,0.583333,0.555556,0.555556,,
10506,Karl Kunz Palace,1,1,1,1,,
10601,Franz Anheuer Palace,0.583333,0.583333,0.583333,0.583333,,
10602,Franz Anheuer Palace,1,1,0.766667,0.766667,,
10603,Franz Anheuer Palace,1,1,1,1,,
10604,Franz Anheuer Palace,1,1,1,0.805556,,
10605,Franz Anheuer Palace,0.5,0.5,0.5,0.5,,
10606,Franz Anheuer Palace,1,1,0.6,0.455556,,
10701,Central Library of the University Politehnica Timisoara - view 3,1,1,1,1,,
10702,Central Library of the University Politehnica Timisoara - view 3,1,1,1,1,,
10703,Central Library of the University Politehnica Timisoara - view 3,1,1,1,1,,
10704,Central Library of the University Politehnica Timisoara - view 3,1,1,1,1,,
10705,Central Library of the University Politehnica Timisoara - view 3,1,1,1,1,,
10706,Central Library of the University Politehnica Timisoara - view 3,1,1,1,1,,
10801,West University of Timisoara,0,0,0.166667,0.166667,,
10802,West University of Timisoara,1,1,1,1,,
10803,West University of Timisoara,1,1,1,1,,
10804,West University of Timisoara,0.5,0.45,0.411111,0.411111,,
10805,West University of Timisoara,0,0,0,0.0625,,
10806,West University of Timisoara,1,1,1,1,,
10901,Ion Constantin Bratianu Highschool,0,0,0,0,,
10902,Ion Constantin Bratianu Highschool,1,1,1,1,,
10903,Ion Constantin Bratianu Highschool,1,1,1,1,,
10904,Ion Constantin Bratianu Highschool,1,1,1,1,,
10905,Ion Constantin Bratianu Highschool,1,1,1,1,,
10906,Ion Constantin Bratianu Highschool,1,1,1,1,,
11001,Saint Catherine Church,0,0,0,0.047619,,
11002,Saint Catherine Church,1,0.916667,0.798611,0.798611,,
11003,Saint Catherine Church,1,1,1,0.599673,,
11004,Saint Catherine Church,1,1,1,0.802632,,
11005,Saint Catherine Church,1,0.916667,0.830357,0.830357,,
11101,Serbian Orthodox Episcopal Palace - view 2,0.5,0.45,0.466667,0.466667,,
11102,Serbian Orthodox Episcopal Palace - view 2,1,1,1,1,,
11103,Serbian Orthodox Episcopal Palace - view 2,1,1,1,1,,
11104,Serbian Orthodox Episcopal Palace - view 2,1,0.7,0.7,0.7,,
11105,Serbian Orthodox Episcopal Palace - view 2,1,1,1,1,,
11106,Serbian Orthodox Episcopal Palace - view 2,1,1,1,0.72549,,
11107,Serbian Orthodox Episcopal Palace - view 2,1,1,1,1,,
11108,Serbian Orthodox Episcopal Palace - view 2,1,1,1,1,,
11201,Marczel Kaldori Palace,1,1,0.766667,0.6375,,
11202,Marczel Kaldori Palace,0.833333,0.833333,0.833333,0.622222,,
11203,Marczel Kaldori Palace,1,1,0.966667,0.966667,,
11204,Marczel Kaldori Palace,1,1,0.944444,0.944444,,
11205,Marczel Kaldori Palace,1,1,1,1,,
11206,Marczel Kaldori Palace,1,1,0.968254,0.968254,,
11207,Marczel Kaldori Palace,1,1,0.916667,0.916667,,
11208,Marczel Kaldori Palace,1,1,0.966667,0.864379,,
11209,Marczel Kaldori Palace,0.5,0.5,0.5,0.5,,
11210,Marczel Kaldori Palace,1,1,1,0.733333,,
11211,Marczel Kaldori Palace,1,1,0.6,0.6,,
11301,Building 5 Piata Victoriei,1,1,1,1,,
11302,Building 5 Piata Victoriei,1,1,1,1,,
11303,Building 5 Piata Victoriei,1,0.95,0.926667,0.926667,,
11304,Building 5 Piata Victoriei,1,1,1,0.885965,,
11305,Building 5 Piata Victoriei,1,1,0.976191,0.976191,,
11306,Building 5 Piata Victoriei,1,1,1,0.866667,,
11307,Building 5 Piata Victoriei,1,1,1,1,,
11308,Building 5 Piata Victoriei,1,1,0.957143,0.957143,,
11401,ADR West,1,1,0.666667,0.527778,,
11402,ADR West,1,1,0.590909,0.590909,,
11403,ADR West,1,0.866667,0.866667,0.866667,,
11404,ADR West,1,0.916667,0.8125,0.8125,,
11405,ADR West,1,0.95,0.95,0.95,,
11406,ADR West,1,1,0.809524,0.809524,,
11407,ADR West,1,0.866667,0.775,0.6825,,
11408,ADR West,1,1,1,1,,
11409,ADR West,1,1,1,1,,
11410,ADR West,1,1,1,0.719298,,
11411,ADR West,1,1,1,1,,
11501,Adam Muller-Guttenbrunn foundation,0,0,0,0,,
11502,Adam Muller-Guttenbrunn foundation,1,1,1,1,,
11503,Adam Muller-Guttenbrunn foundation,1,1,0.642857,0.642857,,
11504,Adam Muller-Guttenbrunn foundation,1,1,1,1,,
11505,Adam Muller-Guttenbrunn foundation,1,0.75,0.75,0.75,,
11506,Adam Muller-Guttenbrunn foundation,1,1,1,1,,
11507,Adam Muller-Guttenbrunn foundation,1,1,1,1,,
11508,Adam Muller-Guttenbrunn foundation,1,1,1,1,,
11509,Adam Muller-Guttenbrunn foundation,1,1,1,1,,
11601,David Rothmanner Hause,0,0,0,0,,
11602,David Rothmanner Hause,0,0,0,0,,
11603,David Rothmanner Hause,0.833333,0.833333,0.833333,0.632479,,
11604,David Rothmanner Hause,1,1,1,1,,
11605,David Rothmanner Hause,1,1,1,1,,
11606,David Rothmanner Hause,1,0.75,0.666667,0.666667,,
11607,David Rothmanner Hause,1,1,1,1,,
11608,David Rothmanner Hause,1,1,1,1,,
11609,David Rothmanner Hause,1,1,1,1,,
11701,Kralik Palace,1,1,1,1,,
11702,Kralik Palace,1,1,1,1,,
11703,Kralik Palace,1,1,1,1,,
11704,Kralik Palace,1,1,1,1,,
11705,Kralik Palace,1,1,1,1,,
11706,Kralik Palace,1,1,1,0.75,,
11801,Building 8 Str. E. Ungureanu,1,1,0.704861,0.704861,,
11802,Building 8 Str. E. Ungureanu,1,1,0.698052,0.698052,,
11803,Building 8 Str. E. Ungureanu,1,1,1,1,,
11804,Building 8 Str. E. Ungureanu,1,1,1,1,,
11805,Building 8 Str. E. Ungureanu,1,1,1,1,,
11806,Building 8 Str. E. Ungureanu,1,1,0.811111,0.811111,,
11807,Building 8 Str. E. Ungureanu,1,1,1,1,,
11901,Building 6 Str. E. Ungureanu,0,0,0,0,,
11902,Building 6 Str. E. Ungureanu,0.833333,0.833333,0.666667,0.666667,,
11903,Building 6 Str. E. Ungureanu,1,1,0.861111,0.861111,,
11904,Building 6 Str. E. Ungureanu,1,1,1,1,,
11905,Building 6 Str. E. Ungureanu,1,1,1,1,,
11906,Building 6 Str. E. Ungureanu,1,1,1,1,,
11907,Building 6 Str. E. Ungureanu,1,1,1,1,,
12001,Papp von Sprung Hause,1,1,1,1,,
12002,Papp von Sprung Hause,1,1,0.9,0.9,,
12003,Papp von Sprung Hause,1,1,0.861111,0.861111,,
12004,Papp von Sprung Hause,1,1,0.925,0.925,,
12005,Papp von Sprung Hause,1,1,0.861111,0.861111,,
12006,Papp von Sprung Hause,1,1,1,1,,
12007,Papp von Sprung Hause,1,1,1,1,,
12101,Szana Palace,1,1,0.948413,0.948413,,
12102,Szana Palace,1,1,0.948413,0.948413,,
12103,Szana Palace,1,1,0.976191,0.976191,,
12104,Szana Palace,1,1,1,1,,
12105,Szana Palace,1,1,1,0.910256,,
12106,Szana Palace,1,1,1,1,,
12107,Szana Palace,1,1,0.839286,0.75496,,
12201,Etc-Ti Faculty,0.833333,0.833333,0.680556,0.680556,,
12202,Etc-Ti Faculty,0.833333,0.833333,0.833333,0.833333,,
12203,Etc-Ti Faculty,1,1,1,1,,
12204,Etc-Ti Faculty,0.833333,0.805556,0.805556,0.805556,,
12205,Etc-Ti Faculty,1,1,0.75,0.75,,
12206,Etc-Ti Faculty,1,1,1,1,,
12207,Etc-Ti Faculty,1,1,1,1,,
12208,Etc-Ti Faculty,0.333333,0.333333,0.333333,0.333333,,
12301,Building 3 Str. Alba Iulia,1,1,1,1,,
12302,Building 3 Str. Alba Iulia,1,1,1,1,,
12303,Building 3 Str. Alba Iulia,0,0.2,0.2,0.2,,
12304,Building 3 Str. Alba Iulia,1,1,1,1,,
12305,Building 3 Str. Alba Iulia,1,1,1,1,,
12306,Building 3 Str. Alba Iulia,1,1,1,1,,
12401,Cina Hotel,1,1,0.942857,0.942857,,
12402,Cina Hotel,1,1,1,1,,
12403,Cina Hotel,1,0.95,0.926667,0.926667,,
12404,Cina Hotel,1,1,0.916667,0.916667,,
12405,Cina Hotel,1,0.95,0.95,0.807619,,
12406,Cina Hotel,1,1,1,0.858823,,
12501,Banatul Philharmonic of Timisoara,0,0,0,0,,
12502,Banatul Philharmonic of Timisoara,1,1,1,1,,
12503,Banatul Philharmonic of Timisoara,0,0,0,0,,
12504,Banatul Philharmonic of Timisoara,0,0,0,0,,
12505,Banatul Philharmonic of Timisoara,0,0,0.166667,0.166667,,
12506,Banatul Philharmonic of Timisoara,1,0.75,0.590909,0.505682,,
12507,Banatul Philharmonic of Timisoara,0,0,0,0,,
12601,Building 7 Piata Victoriei,1,1,1,0.74359,,
12602,Building 7 Piata Victoriei,1,0.916667,0.916667,0.916667,,
12603,Building 7 Piata Victoriei,1,1,0.892857,0.892857,,
12604,Building 7 Piata Victoriei,0,0,0,0,,
12605,Building 7 Piata Victoriei,0,0,0,0,,
12606,Building 7 Piata Victoriei,0,0.2,0.2,0.2,,
12607,Building 7 Piata Victoriei,0,0,0,0,,
12608,Building 7 Piata Victoriei,1,1,1,1,,
12701,Loffler Palace - view 2,0,0,0,0,,
12702,Loffler Palace - view 2,0,0,0.0909091,0.0909091,,
12703,Loffler Palace - view 2,0,0,0.1,0.1,,
12704,Loffler Palace - view 2,1,1,1,0.85,,
12705,Loffler Palace - view 2,1,0.95,0.872222,0.810119,,
12706,Loffler Palace - view 2,1,1,0.966667,0.966667,,
12707,Loffler Palace - view 2,1,1,0.739286,0.671627,,
12708,Loffler Palace - view 2,1,1,1,0.892157,,
12709,Loffler Palace - view 2,1,1,1,1,,
12801,Loffler Palace - view 3,0,0,0,0,,
12802,Loffler Palace - view 3,1,1,0.85,0.85,,
12803,Loffler Palace - view 3,1,1,1,1,,
12804,Loffler Palace - view 3,1,0.916667,0.854167,0.854167,,
12805,Loffler Palace - view 3,1,1,0.892857,0.892857,,
12806,Loffler Palace - view 3,0,0,0,0.0769231,,
12807,Loffler Palace - view 3,1,1,1,1,,
12808,Loffler Palace - view 3,1,1,0.911111,0.911111,,
12809,Loffler Palace - view 3,1,1,1,1,,
12810,Loffler Palace - view 3,1,0.916667,0.916667,0.916667,,
12901,Loffler Palace - view 4,0,0,0,0,,
12902,Loffler Palace - view 4,1,1,0.875,0.875,,
12903,Loffler Palace - view 4,1,0.8875,0.821111,0.821111,,
12904,Loffler Palace - view 4,1,1,0.767857,0.767857,,
12905,Loffler Palace - view 4,0.833333,0.833333,0.833333,0.833333,,
