Picture Name,Label,N=3,N=5,N=11,N=21,,
03005,Weiss Palace,0,0,0.166667,0.145833,,
03006,Weiss Palace,0,0,0,0.0912698,,
03007,Weiss Palace,0,0,0,0,,
03008,Weiss Palace,0,0,0.125,0.125,,
03009,Weiss Palace,0,0,0,0,,
03010,Weiss Palace,0,0,0,0,,
03101,Hilt-Vogel Palace,0,0,0,0.047619,,
03102,Hilt-Vogel Palace,0,0,0,0,,
03103,Hilt-Vogel Palace,0,0,0.162338,0.162338,,
03104,Hilt-Vogel Palace,0,0,0.1,0.155556,,
03105,Hilt-Vogel Palace,0,0,0,0,,
03106,Hilt-Vogel Palace,1,1,1,1,,
03107,Hilt-Vogel Palace,0,0,0,0,,
03108,Hilt-Vogel Palace,0,0,0,0,,
03109,Hilt-Vogel Palace,0,0,0,0,,
03110,Hilt-Vogel Palace,0,0,0,0,,
03111,Hilt-Vogel Palace,0,0.25,0.25,0.25,,
03112,Hilt-Vogel Palace,0,0,0,0,,
03201,William Shakespeare Highschool,0,0,0,0.0833333,,
03202,William Shakespeare Highschool,0,0,0,0.12381,,
03203,William Shakespeare Highschool,0,0.2,0.2,0.2,,
03204,William Shakespeare Highschool,0,0,0.142857,0.148352,,
03205,William Shakespeare Highschool,0.5,0.5,0.361111,0.361111,,
03206,William Shakespeare Highschool,0,0,0,0,,
03301,Serbian Orthodox Cathedral,0,0,0,0,,
03302,Serbian Orthodox Cathedral,0.333333,0.333333,0.333333,0.333333,,
03303,Serbian Orthodox Cathedral,0,0,0,0,,
03304,Serbian Orthodox Cathedral,0,0,0,0.0666667,,
03305,Serbian Orthodox Cathedral,0,0.2,0.2,0.2,,
03306,Serbian Orthodox Cathedral,0,0,0.142857,0.142857,,
03307,Serbian Orthodox Cathedral,0,0,0,0.0526316,,
03308,Serbian Orthodox Cathedral,0,0,0,0,,
03309,Serbian Orthodox Cathedral,0,0,0,0,,
03310,Serbian Orthodox Cathedral,0,0,0,0,,
03401,Serbian Community House,0,0,0,0,,
03402,Serbian Community House,0,0,0,0,,
03403,Serbian Community House,0.333333,0.333333,0.333333,0.333333,,
03404,Serbian Community House,0,0,0,0,,
03405,Serbian Community House,0,0,0,0.0526316,,
03406,Serbian Community House,0,0.25,0.25,0.25,,
03407,Serbian Community House,0,0,0,0,,
03408,Serbian Community House,0,0,0,0,,
03409,Serbian Community House,0,0,0,0,,
03410,Serbian Community House,0,0,0,0,,
03411,Serbian Community House,0,0,0,0,,
03412,Serbian Community House,0,0,0,0,,
03413,Serbian Community House,0,0.2,0.2,0.2,,
03501,Nica Koszta House,0,0,0,0,,
03502,Nica Koszta House,0,0,0,0.0833333,,
03503,Nica Koszta House,0,0,0,0,,
03504,Nica Koszta House,0,0.2,0.2,0.171429,,
03505,Nica Koszta House,0,0,0,0,,
03506,Nica Koszta House,0,0.25,0.25,0.25,,
03507,Nica Koszta House,1,1,1,1,,
03508,Nica Koszta House,1,1,1,1,,
03509,Nica Koszta House,1,1,1,1,,
03510,Nica Koszta House,1,1,0.666667,0.666667,,
03601,Szervinatz House,0,0,0,0,,
03602,Szervinatz House,0,0,0,0,,
03603,Szervinatz House,0,0,0,0.0849673,,
03604,Szervinatz House,0,0,0,0,,
03605,Szervinatz House,0,0,0,0,,
03606,Szervinatz House,1,1,1,0.555556,,
03607,Szervinatz House,0,0,0.1,0.1,,
03608,Szervinatz House,0,0,0,0,,
03609,Szervinatz House,0,0,0,0.0833333,,
03610,Szervinatz House,0.5,0.5,0.5,0.5,,
03701,La Leu Bank Hause,0,0,0,0.0912698,,
03702,La Leu Bank Hause,1,1,1,1,,
03703,La Leu Bank Hause,0,0,0,0,,
03704,La Leu Bank Hause,1,1,1,1,,
03705,La Leu Bank Hause,0,0,0.173611,0.178241,,
03706,La Leu Bank Hause,0.333333,0.333333,0.291667,0.291667,,
03707,La Leu Bank Hause,0,0,0,0,,
